datetime,stock_code,stock_name,action,shares,price,amount,reason,pnl,buy_time_category,price_type,ref_price,fee
2025-10-20 00:00:00,603222.SH,济民健康,SELL,2000,10.42,20840.0,跌破五日线,-820.7000000000006,10:00-11:30,收盘价,10.43,10.42
2025-10-20 00:00:00,605111.SH,新洁能,SELL,500,40.79,20395.0,炸板卖出,659.9399999999997,10:00-11:30,收盘价,40.83,10.2
2025-10-20 00:00:00,600513.SH,联环药业,SELL,1000,20.29,20290.0,跌破五日线,-300.4200000000011,13:00-14:50,收盘价,20.31,10.14
2025-10-21 09:30:00,002940.SZ,昂利康,BUY,500,41.54,20770.0,,,09:30-10:00,开盘价,42.96,10.38
2025-10-21 09:37:00,605303.SH,园林股份,BUY,1100,18.47,20317.0,,,09:30-10:00,预估买入价,18.45,10.16
2025-10-21 00:00:00,603192.SH,汇得科技,SELL,800,27.57,22056.0,炸板卖出,2139.0199999999995,09:30-10:00,收盘价,27.6,11.03
2025-10-21 00:00:00,603861.SH,白云电器,SELL,1600,12.78,20448.0,断板止盈,1755.279999999999,09:30-10:00,收盘价,12.79,10.22
2025-10-22 09:31:00,600173.SH,卧龙新能,BUY,2000,10.0,20000.0,,,09:30-10:00,预估买入价,9.99,10.0
2025-10-22 09:32:00,600192.SH,长城电工,BUY,2100,9.87,20727.0,,,09:30-10:00,预估买入价,9.86,10.36
2025-10-22 09:36:00,601015.SH,陕西黑猫,BUY,5000,4.18,20900.0,,,09:30-10:00,预估买入价,4.18,10.45
2025-10-22 13:23:00,002893.SZ,京能热力,BUY,1600,12.57,20112.0,,,13:00-14:50,预估买入价,12.56,10.06
2025-10-23 09:30:00,000905.SZ,厦门港务,BUY,2100,9.75,20475.0,,,09:30-10:00,开盘价,9.78,10.24
2025-10-23 09:30:00,603313.SH,梦百合,BUY,2100,9.77,20517.0,,,09:30-10:00,开盘价,9.86,10.26
2025-10-23 09:31:00,600815.SH,厦工股份,BUY,6800,3.09,21012.0,,,09:30-10:00,预估买入价,3.09,10.51
2025-10-23 09:36:00,000665.SZ,湖北广电,BUY,3300,6.27,20691.0,,,09:30-10:00,预估买入价,6.26,10.35
2025-10-23 09:40:00,603067.SH,振华股份,BUY,100,17.95,1795.0,,,09:30-10:00,预估买入价,17.93,5.0
2025-10-23 09:47:00,600169.SH,太原重工,BUY,200,2.82,564.0,,,09:30-10:00,预估买入价,2.82,5.0
2025-10-23 00:00:00,002793.SZ,罗欣药业,SELL,3800,5.48,20824.0,跌破五日线,321.3500000000028,09:30-10:00,收盘价,5.49,10.41
2025-10-23 00:00:00,002940.SZ,昂利康,SELL,500,40.27,20135.0,断板止盈,-655.449999999998,09:30-10:00,收盘价,40.31,10.07
2025-10-23 00:00:00,600173.SH,卧龙新能,SELL,2200,9.09,19998.0,跌破五日线,-2022.0000000000002,09:30-10:00,收盘价,9.1,10.0
2025-10-23 00:00:00,002893.SZ,京能热力,SELL,1600,12.48,19968.0,跌破五日线,-164.03999999999976,13:00-14:50,收盘价,12.49,9.98
2025-10-24 09:30:00,001330.SZ,博纳影业,BUY,3400,6.13,20842.0,,,09:30-10:00,开盘价,6.22,10.42
2025-10-24 09:31:00,002861.SZ,瀛通通讯,BUY,1000,19.62,19620.0,,,09:30-10:00,预估买入价,19.6,9.81
2025-10-24 09:31:00,603280.SH,南方路机,BUY,100,40.41,4040.9999999999995,,,09:30-10:00,预估买入价,40.37,5.0
2025-10-24 00:00:00,605303.SH,园林股份,SELL,1100,18.31,20141.0,跌破五日线,-196.23000000000016,09:30-10:00,收盘价,18.33,10.07
2025-10-24 00:00:00,600192.SH,长城电工,SELL,2100,9.91,20811.0,跌破五日线,63.23000000000194,09:30-10:00,收盘价,9.92,10.41
2025-10-24 00:00:00,601015.SH,陕西黑猫,SELL,4600,4.12,18952.0,断板止盈,-295.9299999999982,09:30-10:00,收盘价,4.12,9.48
2025-10-24 00:00:00,603313.SH,梦百合,SELL,2100,9.58,20118.0,跌破五日线,-419.31999999999897,09:30-10:00,收盘价,9.59,10.06
2025-10-24 00:00:00,600815.SH,厦工股份,SELL,6800,3.04,20672.0,跌破五日线,-360.8499999999988,09:30-10:00,收盘价,3.04,10.34
2025-10-24 00:00:00,000665.SZ,湖北广电,SELL,3300,6.11,20163.0,跌破五日线,-548.4299999999976,09:30-10:00,收盘价,6.12,10.08
2025-10-24 00:00:00,600169.SH,太原重工,SELL,7300,2.79,20367.0,跌破五日线,-234.17999999999859,09:30-10:00,收盘价,2.79,10.18
2025-10-27 10:01:00,002733.SZ,雄韬股份,BUY,900,21.64,19476.0,,,10:00-11:30,预估买入价,21.62,9.74
2025-10-27 00:00:00,603280.SH,南方路机,SELL,500,38.73,19365.0,跌破五日线,-854.6799999999998,09:30-10:00,收盘价,38.77,9.68
2025-10-28 09:31:00,002546.SZ,新联电子,BUY,2900,7.14,20706.0,,,09:30-10:00,预估买入价,7.13,10.35
2025-10-28 00:00:00,603067.SH,振华股份,SELL,1100,19.8,21780.0,炸板卖出,2019.1100000000015,09:30-10:00,收盘价,19.82,10.89
2025-10-29 10:26:00,600376.SH,首开股份,BUY,3100,6.88,21328.0,,,10:00-11:30,预估买入价,6.87,10.66
2025-10-29 00:00:00,000905.SZ,厦门港务,SELL,1900,11.06,21014.0,断板止盈,2468.250000000001,09:30-10:00,收盘价,11.07,10.51
2025-10-29 00:00:00,002861.SZ,瀛通通讯,SELL,1000,19.86,19860.0,跌破五日线,220.25999999999843,09:30-10:00,收盘价,19.88,9.93
2025-10-30 09:30:00,001223.SZ,欧克科技,BUY,300,55.27,16581.0,,,09:30-10:00,开盘价,56.55,8.29
2025-10-30 09:30:00,600855.SH,航天长峰,BUY,1300,15.22,19786.0,,,09:30-10:00,开盘价,15.47,9.89
2025-10-30 09:31:00,003009.SZ,中天火箭,BUY,300,55.6,16680.0,,,09:30-10:00,预估买入价,55.54,8.34
2025-10-30 09:31:00,601606.SH,长城军工,BUY,300,53.93,16179.0,,,09:30-10:00,预估买入价,53.88,8.09
2025-10-30 09:33:00,600658.SH,电子城,BUY,3300,6.2,20460.0,,,09:30-10:00,预估买入价,6.19,10.23
2025-10-30 09:54:00,603179.SH,新泉股份,BUY,200,76.34,15268.0,,,09:30-10:00,预估买入价,76.26,7.63
2025-10-30 14:36:00,002629.SZ,仁智股份,BUY,2200,9.43,20746.0,,,13:00-14:50,预估买入价,9.42,10.37
2025-10-30 00:00:00,001330.SZ,博纳影业,SELL,3300,6.2,20460.0,跌破五日线,210.35000000000096,09:30-10:00,收盘价,6.21,10.23
2025-10-30 00:00:00,002546.SZ,新联电子,SELL,2900,7.17,20793.0,跌破五日线,66.25000000000072,09:30-10:00,收盘价,7.18,10.4
2025-10-30 00:00:00,600376.SH,首开股份,SELL,3100,6.45,19995.0,跌破五日线,-1353.6599999999992,10:00-11:30,收盘价,6.46,10.0
